id,name
188884,Ooh La La(Live) - live
44302,Trademark
2006865,Only Love
6460,张学友
188682,当我想起你
88168,Boyz II Men
3954658,It's So Hard to Say Goodbye to Yesterday
6460,张学友
188709,偷闲加油站
60951,Jennifer Love Hewitt
2777288,Let's Go Bang
6460,张学友
189831,屈到病
29989,Cliff Richard
22498674,I Still Believe In You (2000 Digital Remaster)
6460,张学友
188511,没有童话时
53829,Dan Hartman
5120875,I Can Dream About You
6460,张学友
191296,甜梦
88147,Bon Jovi
28882800,Wild Is The Wind
6460,张学友
190555,不要再问
29344,Paul Mauriat
1089603,Song For Taipei
6460,张学友
191098,思念(台北之歌)
48854,Brenda Russell
31272,David Sanborn
16808542,Le Restaurant
6460,张学友
190884,法国餐厅
48598,Bobby Caldwell
2207161,Stuck On You
6460,张学友
187245,迷你
50918,Carole King
17117755,I Feel The Earth Move
6460,张学友
190739,地震
31230,Dan Fogelberg
17245261,Seeing You Again
6460,张学友
190737,再度重遇你
48480,Basia
16738102,Reward
6460,张学友
190759,雨夜倾情
96337,Magnum
4181559,Rockin' Chair
6460,张学友
2531,邓健泓
190708,马路英雄
57975,Glenn Medeiros
18065740,Me - U = Blue
6460,张学友
190711,再爱上你
84163,Was (Not Was)
3827515,How the Heart Behaves
6460,张学友
190717,小姐，贵姓？
69369,Nikka Costa
192392,Pierre Cosso
17534751,Don't Cry
6460,张学友
188750,郑颖贤
190723,缘尽情未了
211364,Moody Blues
5042235,Nights In White Satin
6460,张学友
190900,昨夜梦魂中
157133,Mixed Emotions
22477197,"You Want Love (Maria, Maria)"
6460,张学友
191056,Maria
97515,New Order
5059123,Bizarre Love Triangle
8336,林忆莲
255852,一个人
88253,Berlin
26790422,Take My Breath Away
8336,林忆莲
257849,激情
46581,Agnetha Faltskog
2125195,Love in a World Gone Mad
8336,林忆莲
257788,偷闲
83539,Viktor Lazlo
3798012,You Are My Man
8336,林忆莲
257786,你是我的男人
48847,Brenda K. Starr
2226073,I Still Believe
8336,林忆莲
257699,依然
31254,David Foster
68084,Marilyn Martin
5134000,And When She Danced
8336,林忆莲
3745,伦永亮
257722,此情只待成追忆
48480,Basia
16738061,Run For Cover (Album Version)
8336,林忆莲
257700,逃离钢筋森林
70210,Nancy Martinez
3204024,For Tonight
8336,林忆莲
257710,不不不
60966,Julia Fordham
22556100,Happy Ever After
8336,林忆莲
257713,痴缠
79204,The Cover Girls
22622450,No One In This World
8336,林忆莲
257636,匆匆
187279,Sandii Suzuki
79088,Mercy
8336,林忆莲
257561,心野夜
77257,Seduction
5177205,Could This Be Love
8336,林忆莲
257573,多谢
41928,Robbie Williams
22463223,Better Man
8336,林忆莲
256544,Better Man
222387,Pepsi &amp; Shirley
5122698,Heartache
8336,林忆莲
257817,灰色
73089,Robbie Dupree
18652165,Are You Ready For Love (LP Version)
8336,林忆莲
257812,滴汗
674009,Samantha Barks
25707050,On My Own
8336,林忆莲
256486,属于我
60951,Jennifer Love Hewitt
2777302,In Another Life
8336,林忆莲
256918,有缘千里
94656,IIO
5106475,Rapture
8336,林忆莲
256450,Diva
74678,Skylark
26841339,Wildflower
8336,林忆莲
257336,Wild Flower
84086,Wilson Phillips
26728316,You Won't See Me Cry (LP Version)
8336,林忆莲
7173,白嘉倩
255984,我没有恨谁
78201,Tori Amos
3556637,Silent All These Years
9621,王菲
298886,冷战
89364,Cocteau Twins
3986194,Rilkean Heart
9621,王菲
299392,怀念
55526,Everything But the Girl
2530922,The Road
9621,王菲
300599,从明日开始
130133,"Evelyn ""Champagne"" King"
5052275,Shame
9621,王菲
300593,不再儿嬉
65445,Lisa Fischer
16607359,So Intense (LP Version)
9621,王菲
300585,红粉菲菲
53255,Diana Ross
5161920,I'm Still Waiting
9621,王菲
26129178,又继续等
78252,The Sundays
5163307,Here's Where the Story Ends
9621,王菲
300374,为非作歹
89364,Cocteau Twins
17124989,Know Who You Are At Every Age
9621,王菲
300410,知己知彼
89364,Cocteau Twins
3986430,Bluebeard
9621,王菲
300398,胡思乱想
68240,Mary MacGregor
5199192,Torn Between Two Lovers
9621,王菲
300767,中间人
29318,Babyface
1077744,Two Occasions [live/#]
9621,王菲
299044,Miss You Night &amp; Day
63081,Karyn White
2886364,Superwoman
9621,王菲
26129182,多得他
93234,Galliano
27961740,Prince Of Peace
9621,王菲
12664,软硬天师
299042,请勿客气
66364,Madonna
21231385,Keep It Together (Album Version)
12664,软硬天师
9621,王菲
372836,Keep It Together
131081,Thalia
441668683,El Poder De Tu Amor
9621,王菲
300595,我永远珍惜你我
61260,Jody Watley
2805624,Everything
9621,王菲
300722,Everything
102017,The Police
19553531,"De Do Do Do, De Da Da Da"
9621,王菲
300575,Do Do Da Da
64636,Love Unlimited
5085537,Walkin' In The Rain With The One I Love
9621,王菲
300571,雨天没有你
60296,Helen Hoffner
2746933,Summer of Love
9621,王菲
300551,Summer Of Love
55617,Exposé
2541464,When I Looked at Him
9621,王菲
26129177,美丽的震荡
29415,Blank &amp; Jones
5158892,Loneliness
7768,关淑怡
234255,山水
229545,3 Na Massa
5158893,Estrondo
7768,关淑怡
234259,28日
133871,Amina
26870172,Belly Dance [Land of Oz Mix]
7768,关淑怡
235381,众心
74674,Sandra
21686879,When The Rain Doesn't Come
7768,关淑怡
235368,天涯何处觅真心
74674,Sandra
21686878,No Taboo
7768,关淑怡
235362,制造迷梦
74672,Shanice
3412767,I Love Your Smile
7768,关淑怡
235366,I Love You Smile
75266,Stacy Earl
3451866,Can't Go on This Way
7768,关淑怡
235375,为何将心伤透
74887,Sonia
3430596,Strong Without You
7768,关淑怡
235372,离开请关灯
72723,Roxette
21568440,Paint
7768,关淑怡
3699,李克勤
235683,划星
72723,Roxette
21568438,Dressed For Success
7768,关淑怡
235710,流行风格
69840,Nicole
27109362,Wieder allein
7768,关淑怡
235679,最深刻一次
51232,Carola
2339564,Radiate
7768,关淑怡
235675,星空下的恋人
133871,Amina
32038462,Le dernier qui a parlé
7768,关淑怡
235416,梵音
93190,Gregorian Chants
4084994,Once In A LIfetime
7768,关淑怡
235395,恋一世的爱
83528,Vanessa Williams
3796848,Running Back to You
7768,关淑怡
235407,白费心机
83528,Vanessa Williams
3796856,Save the Best for Last
7768,关淑怡
235398,为何是我们
35350,Janet Jackson
18589256,Black Cat
7768,关淑怡
235518,黑豹
27887,Acker Bilk
27499749,Stranger On The Shore
7768,关淑怡
235533,浓情
72723,Roxette
21568449,Listen To Your Heart
7768,关淑怡
235577,这是我心里对白
85522,Ace of Base
3883695,Wheel of Fortune
7768,关淑怡
235273,谁愿代替他
55548,Elsa
17588090,Mercurochrome
7768,关淑怡
235298,不绑线的风筝
55548,Elsa
17588025,"Tout l'temps, tout l'temps"
7768,关淑怡
235117,缱绻星光下
64258,Lauren Christy
16444764,Steep
7768,关淑怡
235141,窗内窗外
61949,Johnny Clegg &amp; Savuka
22544558,Dela
7768,关淑怡
235310,DELA
300570,Lili &amp; Susie
472868901,Boyfriend
7768,关淑怡
235347,午夜狂奔
55566,Elaine Paige
50767,Barbara Dickson
2537393,I Know Him So Well
7768,关淑怡
10577,周慧敏
234626,男人心
88158,Bee Gees
3954118,Holiday
5782,许冠杰
172422,独上西楼
1182350,The Village Stompers
29043722,Washington Square
5782,许冠杰
172213,学生哥
32666,Elvis Presley
1304217,"Summer Kisses, Winter Tears"
5782,许冠杰
172242,柔情泪
32666,Elvis Presley
27587860,Angel
5782,许冠杰
170072,往事
32666,Elvis Presley
27156623,Don't Be Cruel
5782,许冠杰
172246,佛跳墙
48497,Bill Haley
2199178,Rock Around the Clock
5782,许冠杰
169330,加价热潮
78298,The Everly Brothers
3567428,Crying In The Rain
5782,许冠杰
171188,哭泣风雨间
79887,The Jarmels
2083056,A Little Bit Of Soap
5782,许冠杰
172075,麻雀耍乐
133603,Hermans Hermits
27118482,There's A Kind Of Hush
5782,许冠杰
170228,每事问
29325,Bruce Springsteen
1080496,Cover Me
5782,许冠杰
171744,闷到透
32666,Elvis Presley
10578,张玉华
20848360,Baby I Don'tCare
5782,许冠杰
170393,咪当我老衬
32666,Elvis Presley
20848337,I Need Your Love Tonight
5782,许冠杰
172233,钱会继续嚟
329336,原谅
12347360,JC
468513829,说散就散
964450,陈奕夫
451113624,失眠症
7767,关心妍
12602584,张逸杰
61313,Jay &amp; the Americans
22589082,What Will My Mary Say
5782,许冠杰
170167,情人离别去
55566,Elaine Paige
993168,Memory
34613476,放生
6652,周传雄
190072,黄昏
2116,陈奕迅
65536,爱情转移
7221,蔡淳佳
504215859,我多么爱你
12604009,白鹿
502691520,小的听令
7866,龚淑均
2616,丁少华
501133783,清风来过
5782,许冠杰
172001,在回忆中
41131,Paul Simon
18031475,Mother And Child Reunion
5782,许冠杰
210025,前座后座
8337,梁文音
28095072,分手后不要做朋友
3812,刘可
125835,寂寞才说爱
5781,薛之谦
32507038,演员
12616439,王彦霖
503853540,白桦林
12114023,幂雅
459062484,可能
12091053,吴恒
440207346,昂贵的眼泪
172453,制水歌
55760,Edison Lighthouse
5052906,Love Grows (Where My Rosemary Goes)
5782,许冠杰
171885,最喜欢你
41146,Pete Seeger
5549,王睿
165522,我们到最后终于变成朋友
2775,樊凡
35440760,我怀里的天空
8329,梁咏琪
254747,原来爱情这么伤
6452,周杰伦
1190161,杨奇煜
504017477,隐形超人
5538,汪苏泷
498555901,I'll Be There
0,VERA
505451609,Loving U
27019645,"Oh, Susanna"
5782,许冠杰
172396,有酒今朝醉
48927,Bay City Rollers
16764626,I Only Want To Be With You
5782,许冠杰
186055,回到过去
3684,林俊杰
108493,我还想她
7894,韩雪
239026,想起
9945,萧亚轩
5001,简弘亦
458995642,反派
12364052,查杰
471566347,何求
12054395,熊梓淇
415792737,月光诀
12041069,李宏毅
170173,Radio好知己
38152,Lobo
1653241,I'd Love You To Want Me
5782,许冠杰
172452,春梦良宵
307684,最熟悉的陌生人
12350895,我不李志
470057375,至此流年各天涯
10199,杨丞琳
22740077,左边
9272,孙燕姿
936007,李明霖
462688623,恶魔的爱
12042046,牛骏峰
451991290,暗算
12000097,许魏洲
12164075,黄景瑜
404182775,海若有因
42947,Santana
1937084,Oye Como Va
3706,林子祥
116260,午夜摇摆
83529,Village People
3796935,Y.M.C.A.
287719,开始懂了
2116,陈奕迅
28481818,可以了
9621,王菲
299090,爱与痛的边缘
7534,丁当
5239563,可以不可以
0,吴燕菁
499222442,爱你也不差
980113,宁桓宇
499222445,等待爱
11974115,邢菲
453268175,我会永远爱坐在我对面的男生
3706,林子祥
117529,YMCA 好知己
57975,Glenn Medeiros
18065745,Lonely Won't Leave Me Alone
3706,林子祥
116938,千亿个夜晚
12302029,王冕
461519272,勉为其难
5776,小宇
168494,终于说出口
7298,陈晓琪
32705017,七年滋養
1141008,徐乐同
441116618,不知不觉
12054395,熊梓淇
482386036,战火荒烟
11097,By2
454438660,念念
34644,Howard Jones
5151166,Everlasting Love
3706,林子祥
116633,火熊熊，心红红
32671,Elton John
17550504,Club At The End Of The Street
3706,林子祥
5087,SOCO真
149696,遗憾
9938,许哲佩
306626,气球
7760,郭静
448316737,分开不是谁不好
797348,赵奕欢
500684368,Tomorrow
5771,许嵩
428095913,江湖 
226351,王滔
437856462,原来我以为
116328,偷得浮生半日闲
74618,Sarah Brightman
35420,José Carreras
0,Orchestra
87918,Choir
19169060,Amigos Para Siempre
3706,林子祥
9940,徐佳莹
306662,失落沙洲
2791,付辛博
84631,我，一个人
8375,罗忆诗
261435,别再哭了
12457016,安悦溪
12091079,郑业成
494865914,专属爱情
784453,刘思涵
468817106,梦
5768,萧敬腾
402073082,我的大学
28315677,友爱长存
41299,Percy Sledge
26923361,Sittin' On The Dock Of The Bay
3706,林子祥
116405,星之影像
35605,James Ingram
167013,庄心妍
29544495,流着泪说分手
5781,薛之谦
32507039,下雨了
7219,蔡依林
209564,小伤口
5781,薛之谦
464009783,刚刚好
6472,张杰
445845062,Everything Will Say Goodbye
12000097,许魏洲
404184825,慢慢走
64185,Linda Ronstadt
18667011,Somewhere Out There - Featuring Linda Ronstadt
3706,林子祥
10209,叶蒨文
116873,何时何地
1038050,Pappy'ion
8259,金莎
247518,我知道我们不会有结果
4938,苏醒
432506360,原地
12062139,曾咏熙
417613783,整座城市都在下雨
794014,SNH48
29535180,化作樱花树 (万万没想到特别版) 
5997,小曲儿
31062321,原点
919655569,那些剧名不正经，却暗含深情的网络剧歌曲
29759748,1000 Nights (Ali Baba)
3706,林子祥
28315674,亚里巴巴
66930,Mungo Jerry
26908876,in the summertime
3706,林子祥
12453,南合文斗
369392,让泪化作相思雨
1042003,陈慧敏
32835286,空壳
10561,张靓颖
25640639,如果爱下去
402301298,红日我爱你
85833,Atlantic Starr
5134034,Always
3706,林子祥
115642,结伴同航
35394,Janis Ian
167013,庄心妍
27676089,以后的以后
9203,戚薇
29849902,"你好,再见"
6479,周柏豪
191528,够钟
5191763,The Other Side Of The Sun
3706,林子祥
117687,你在何方
90555,Dschinghis Khan
4023379,Moskau
3706,林子祥
2159,曹轩宾
70447,可惜不是你
893253,鲁向卉
446512502,也罢
3261,浩瀚
101272,分手在那个秋天
6487,张智霖
28315667,世运在莫斯科
48746,Brenda Lee
20523605,Losing You
3706,林子祥
116681,空屋
26467599,妳太善良
7907,何洁
240141,越伤越爱
6731,赵雷
28111471,已是两条路上的人
9621,王菲
300136,暗涌
42066,Robert Palmer
26726143,Addicted To Love
3706,林子祥
402301316,上瘾
70853,Peter Cetera
5134066,Glory Of Love
2201,陈势安
432509882,好爱好散
5227,唐禹哲
153609,分开以后
6040,萧全
32432556,走着走着就散了
3706,林子祥
116876,勇敢的爱
32929,Eric Carmen
1330235,Make Me Lose Control
3706,林子祥
402301319,同行万里
1038040,赵紫骅
29759733,可乐
10559,张惠妹
327607,剪爱
5768,萧敬腾
167912,新不了情
58666,Georgia Gibbs
5187839,Tweedle Dee
3706,林子祥
28315672,投降吧
78897,The Pointer Sisters
3616385,Twist My Arm
3706,林子祥
3684,林俊杰
108242,她说
9090,区文诗
280389,不只爱情
2516,迪克牛仔
77131,有多少爱可以重来
3689,李玖哲
117104,史泰龙LAMBO
39101,Michel Legrand
1733225,Les Parapluies de Cherbourg (I Will Wait for You)
3706,林子祥
114345,似梦迷离
90555,Dschinghis Khan
109129,最后的那一天
12933,神马乐团
381433,爱河
2125,陈晓东
67612,心有独钟
4793,乔任梁
35416184,我们都不坏
4022948,Rome (English Version)
3706,林子祥
28315645,古都罗马
62385,Jimmy Soul
19995480,If You Wanna Be Happy
3706,林子祥
9272,孙燕姿
287280,我也很想他
2124,陈楚生
66452,一个人的冬天
8334,刘惜君
36492751,后来我们会怎样
5781,薛之谦
117425,丫呜婆
33367,Frank Sinatra
1347188,Somethin' Stupid
3706,林子祥
117449,独脚戏
243634,M.A.S.H.
169185,认真的雪
4752,彭于晏
1047427,白百何
26090093,我们不是说好了吗
954037,汪睿
28680527,舍不得是我
9949,萧贺硕
28124347,Suicide Is Painless (Theme From MASH)
3706,林子祥
10209,叶蒨文
116093,重逢
78721,The Chi-Lites
26914411,Have You Seen Her?
307737,现在才明白
8323,雷光夏
253969,逝
2863,高进
88606,别想她
827615,王博文
3706,林子祥
116330,你仍是爱着我吗？
53434,Dazz Band
5049649,Let It Whip
3706,林子祥
117420,爱到发烧
431534732,我想你永远不会知道
6462,张敬轩
189323,断点
2736,范逸臣
27556199,心痛的感觉
11562,F.I.R.
79277,Timothy B. Schmit
19336598,So Much In Love
3706,林子祥
117469,二人世界
61167,Jim Croce
2795777,I'll Have to Say I Love You in a Song
3706,林子祥
354593,我们的爱
6480,张栋梁
191668,痛彻心扉
8677,梁心颐
25640828,碎片
2610,丁浩然
117806,我愿随风去
42036,Robert Cray
1889889,Smoking Gun
3706,林子祥
402301329,花街70号
74939,Starship
80465,离开以后
7535,戴佩妮
224000,怎样
11097,By2
344384,你并不懂我
7767,关心妍
18025681,Nothing's Gonna Stop Us Now
3706,林子祥
116869,敢爱敢做
41933,Rod Stewart
21537912,I Don't Want To Talk About It (1989 Version)
6457,张国荣
28535159,终点(剧情版)
12154077,Rocky
28949843,那就这样吧
3761,蓝雨
122535,最后一次的温柔
2059,毕书尽
29771202,我还想念你
26075338,情难自控
64311,LaBelle
70858,Patti LaBelle
18263251,Lady Marmalade
6457,张国荣
2775,樊凡
84342,不痛
8281,金南玲
28978321,逆流成河
29343351,热辣辣
66364,Madonna
5060807,Everybody (Extended Version)
6457,张国荣
188885,继续跳舞
4813,齐秦
142864,不让我的眼泪陪我过夜
3684,林俊杰
29814898,可惜没如果
9487,陶晶莹
293768,太委屈
8753,李佳薇
29318,Babyface
16667292,It's No Crime
6457,张国荣
188627,Why?!
58208,Glenn Frey
2658203,The One You Love
274700,离场
9621,王菲
300063,我也不想这样
10998,爱乐团王超
343031,放开
6454,张信哲
186560,过火
1047015,张艺兴
6457,张国荣
188897,再恋
88147,Bon Jovi
3950839,I'll Be There for You
6457,张国荣
188630,未来之歌
83528,Vanessa Williams
3796844,Dreamin'
36668004,一个人
2125,陈晓东
67002,比我幸福
3848,刘允乐
126946,太早
5047,胜屿
34834634,该死的懦弱
2736,范逸臣
6457,张国荣
26075315,Dreaming
29325,Bruce Springsteen
16657293,Fire
6457,张国荣
188609,Forever爱你
133707,The Escape Club
26818226,"Wild, Wild West"
5256956,放生
125909,Sara
5356977,我的心好冷
7063,A-Lin
205342,给我一个理由忘记
1024308,张碧晨
416552313,我可以忘记你
7762,郭采洁
6457,张国荣
188615,绝不可以
35360,Julio Iglesias
18681502,If I Ever Needed You (I Need You Now)
233880,该忘了
7535,戴佩妮
223960,爱过
5103,孙子涵
6457,张国荣
188651,需要你
148408,Wa Wa Nee
30355087,Sugar Free (Short Version)
431080419,回忆那么伤 
4079,林育群
8926,莫文蔚
6457,张国荣
188645,侧面
70861,Paula Abdul
3231610,Cold Hearted
131585,一个人生活
2116,陈奕迅
65528,淘汰
5776,小宇
277302,爱
2201,陈势安
434550872,败将
7214,蔡健雅
1038093,鹿晗
6457,张国荣
188621,禁片
78474,The Hollies
3584770,Just One Look
6457,张国荣
168449,说分手之后
9943,许茹芸
307401,不爱我放了我
3058,后弦
434550534,下完这场雨 
3694,罗志祥
208970,路口
3684,林俊杰
108269,记得
8753,李佳薇
274686,煎熬
3689,李玖哲
504646547,追梦赤子心
964108,吴亦凡
438801442,JULY
3765,李易峰
37092868,请跟我联络 
1054173,杨洋
189067,你教我点好?
74682,Stacie Orrico
3413980,Stuck
7538,戴爱玲
224018,我该得到
110239,习惯就好
2209,陈少华
34364780,全世界最伤心的人
4723,潘玮柏
139652,路太弯
8325,梁静茹
109218,围墙
6462,张敬轩
189323,断点
7662,范晓萱
5244917,氧气
424474214,微微一笑很倾城
1047015,张艺兴
36668004,一个人
2164,陈伟霆
31545267,无言守候
1088047,张若昀
64153,Laura Pausini
21035206,Le cose che vivi
7233,陈明
3692,林志炫
212956,你是爱情的原因
64145,Lene Marlin
25640778,会呼吸的痛
8330,卢巧音
5346,王力宏
27713963,好心分手
167013,庄心妍
29012101,我以为
7535,戴佩妮
224000,怎样
6452,周杰伦
186016,晴天
9102,彭佳慧
280784,路人
33004552,最长的旅途
963409,陈学冬
28798921,不再见
861777,华晨宇
442869498,齐天大圣
5771,许嵩
405597312,Disguise
8147,江美琪
247540,I'm O.K.谢谢
50027,Bro'Sis
2277660,I Believe
3694,罗志祥
181006,路阳阳
25657290,爱就爱吧(《离婚前规则》片尾曲)
12122233,税子洺
1032247,赵钶
12050057,G.G(张思源）
5549,王睿
7763,G.E.M.邓紫棋
27937527,是否
9061,那英
280175,征服
2842,光良
85445,烟火
411214279,雅俗共赏
5538,汪苏泷
482386133,那个男孩
827728,TFBOYS
424262516,是你
5929,徐良
189026,小S
5253734,恋爱达人
85162,Zac Efron
5045519,Bet On It
3694,罗志祥
28427087,必杀技
468517666,失恋重修手册
5781,薛之谦
27955653,你还要我怎样
914759464,「致过去」关于我和你的故事 到此为止
840134,刘瑞琦
27937072,玩笑
7439,陈洁仪
210281,心动
10562,张韶涵
174956,坏女孩
4831,乔洋
143204,卑微的承诺
3685,林宥嘉
479408180,船
12186012,孙杨
70155,Nu Virgos
3202157,Stop Stop Stop
7219,蔡依林
209923,Love Love Love
